content;score;value;target
Sudah instal dan hapus lalu instal lagi tapi tetep gak bisa di gunakan. Tolong dong gojek saran nya.;2;NEGATIF;0
Kecewa dengan voucher gofood tidak bisa di gabungkan hanya bisa pilih salah satu saja;2;NEGATIF;0
Gabisa pake double voucher lagi :(((;2;NEGATIF;0
Tarif nya mahal banget.. Kebanyakan biaya tp mutu aplikasi mkin gk bagus;2;NEGATIF;0
Tarif nya mahal banget.. Kebanyakan biaya tp mutu aplikasi mkin gk bagus;2;NEGATIF;0
ZTE ada cara;2;NEGATIF;0
Kaget pas liat gopaylater knp tampilannya jd beda jd takut salah pilih mana pake bhs inggris lagi,, pas pilihannya bukan nama aku,, gimana klo salah klik,,trus aku udah ga pake gofood lagi skrg pada mahal ongkirnya voucernya juga ga ngaruh masih ttep mahal,,apk nya kurg mendukung;2;NEGATIF;0
Kaget pas liat gopaylater knp tampilannya jd beda jd takut salah pilih mana pake bhs inggris lagi,, pas pilihannya bukan nama aku,, gimana klo salah klik,,trus aku udah ga pake gofood lagi skrg pada mahal ongkirnya voucernya juga ga ngaruh masih ttep mahal,,apk nya kurg mendukung;2;NEGATIF;0
Gojek shadowbanned penggunanya. Sudah banyak yang ngalamin begini. Tapi, gak pernah dikasih solusi dan bahkan penyebab di shadowbanned. Saya salah satunya, walaupun tidak pernah berbuat aneh², tapi saya terkena shadowbanned juga. Saat ditanya kenapa kena shadowbanned, bilangnya cuman sanksi² doang. Berkali² minta bantuan, yang bales cuman BOT??, dengan jawaban yang sama. Sungguh kecewa dengan CSnya. Cari google/twitter dengan kata kunci: Shadowbanned, softbanned, gojek sakit, gojek tidak sehat.;2;NEGATIF;0
anjai mahal bangettt sattt;2;NEGATIF;0
kalo g ad promo gofood jngan ditulis ad promo ya, ini sy engga bisa gunakan promo mulu bikin kesel aj;2;NEGATIF;0
Lebih recommend aplikasi yang dulu soalnya yg dulu voucher bisa di gabungkan dengan voucher resto.. Tolong kembalikan seperti dulu lagi;2;NEGATIF;0
Kecewa banget utk bagian gofood nya.. Potongan resto sma vcr gofood gk bisa di gabung;2;NEGATIF;0
mengecewakan aplikasi saya susah dibuka.dari kemarin sampai sekarang tidak ada respon pemesanan.sudah diupgred tidak dapat masuk...dan diuninstal habis tu didownload ulang malah tidak dapat masuk...sialan.;2;NEGATIF;0
mengecewakan aplikasi saya susah dibuka.dari kemarin sampai sekarang tidak ada respon pemesanan.sudah diupgred tidak dapat masuk...dan diuninstal habis tu didownload ulang malah tidak dapat masuk...sialan.;2;NEGATIF;0
Gopay gabisa d tarik;2;NEGATIF;0
Kok sekarang aneh sekali ya systemnya..terutama untuk voucher gofood, sekarang voucher hanya bisa di gunakan 1 saja mau pake voucher resto atau voucher dari gofood nya, kaya percuma aja gitu dapat voc exclusive dari gojek...kalo emang cuma pilih salah satu kanapa ngasih voc lagi toh pada akhirnya gak kepake wkwk...oohh iya strategi marketing ya!;2;NEGATIF;0
Kok sekarang aneh sekali ya systemnya..terutama untuk voucher gofood, sekarang voucher hanya bisa di gunakan 1 saja mau pake voucher resto atau voucher dari gofood nya, kaya percuma aja gitu dapat voc exclusive dari gojek...kalo emang cuma pilih salah satu kanapa ngasih voc lagi toh pada akhirnya gak kepake wkwk...oohh iya strategi marketing ya!;2;NEGATIF;0
Iklan nya ngehalangin pas ngegambar dan pas dah lewat ke ulang udah 8x loh????;2;NEGATIF;0
Dlm sebln ini tdk melakukan transaksi pas mau buka paylater tau tau di blokir! Aneeeh..;2;NEGATIF;0
Dlm sebln ini tdk melakukan transaksi pas mau buka paylater tau tau di blokir! Aneeeh..;2;NEGATIF;0
Loading nya sekarang lama banget, padahal pakai apk lain lancar. Coba uninstall dan install ulang, malah gak bisa login;2;NEGATIF;0
Loading nya sekarang lama banget, padahal pakai apk lain lancar. Coba uninstall dan install ulang, malah gak bisa login;2;NEGATIF;0
Dah isi gopay,aplikasi error;2;NEGATIF;0
Setiap Pesan gojek saat hujan driver nya pasti ga ada;2;NEGATIF;0
Selamat malam,saya sangat terbantu dengan aplikasi gojek ini,karna kebetulan saya tdk bisa pake spd motor jadi klo suami tdk bisa ngantar saya selalu order gojek,tapi yg saya bingung kenapa tarif di saya lebih mahal ya dg tujuan yg sama dan titik jemput yg sama dan juga cara pembayaran yg sama tarifnya berbeda dg memakai hp yg lain,kenapa ya?padahal saya sering sekali memakai jasa gojek,mohon di koreksi apa yg membuat di aplikasi saya lebih mahal,karna sangat membantu sekali klo pergi kemana2;2;NEGATIF;0
Selamat malam,saya sangat terbantu dengan aplikasi gojek ini,karna kebetulan saya tdk bisa pake spd motor jadi klo suami tdk bisa ngantar saya selalu order gojek,tapi yg saya bingung kenapa tarif di saya lebih mahal ya dg tujuan yg sama dan titik jemput yg sama dan juga cara pembayaran yg sama tarifnya berbeda dg memakai hp yg lain,kenapa ya?padahal saya sering sekali memakai jasa gojek,mohon di koreksi apa yg membuat di aplikasi saya lebih mahal,karna sangat membantu sekali klo pergi kemana2;2;NEGATIF;0
gbs apdet;2;NEGATIF;0
Kepada deflover gopay, Tolong update topup nya agar bisa menggunakan bank yang lain. Jangan cuma BCA. Dipedalam Kalimantan tidak ada bank BCA Terimakasih;2;NEGATIF;0
Kalau isi saldo lama masuk nya harus nya di tingkatkan agar kalau mau isi saldo langsung bisa masuk masa harus menunggu untuk beberapa hari ???? Kalau kebetulan lagi perlu bagaimana?;2;NEGATIF;0
Kalau isi saldo lama masuk nya harus nya di tingkatkan agar kalau mau isi saldo langsung bisa masuk masa harus menunggu untuk beberapa hari ???? Kalau kebetulan lagi perlu bagaimana?;2;NEGATIF;0
Jarang dapet voucher ??;2;NEGATIF;0
Jadi banyak iklan tanpa di pinta muncuuuul Jadi gak nyaman .. Saya hapus aplikasinya iklan ttp muncul dr GOJEK.. Sungguh gak nyaman;2;NEGATIF;0
tolong donk untuk driver yg suka cancel agar di beri sanksi biar jangan seenak nya, customer di suruh tunggu sudah 15-20 menit tau² driver cancel ga tau apa maksud nya. anak saya jadi sering telat sekolah karena keseringan driver cancel setelah customer di suruh nunggu lama....;2;NEGATIF;0
Upgrade ke gopay plus dah 30 jam belum berhasil2 jga;2;NEGATIF;0
Layanan gopay laternya mahal sekali. Saya belanja online dan mengharuskan memakai gopay untuk syaratt promo. Ternyata pas di cek biaya adminnya 20k :(. Dibandingkan dengan layanan aplikasi lain yg hanya 2-3k, itu sangat mahal.;2;NEGATIF;0
Layanan gopay laternya mahal sekali. Saya belanja online dan mengharuskan memakai gopay untuk syaratt promo. Ternyata pas di cek biaya adminnya 20k :(. Dibandingkan dengan layanan aplikasi lain yg hanya 2-3k, itu sangat mahal.;2;NEGATIF;0
Kenapa sih gopay gagal melulu buat bayar di aplikasi lain, males harus lapor-lapor melulu, minta-minta dana dikembalikan, capek, buang waktu!;2;NEGATIF;0
Promo nya tidak sesuai ongkirnya mahal;2;NEGATIF;0
Driver tidak maksimal di area Tanggerang ciledug Harus nunggu lama 10-30 menit Udah di tungguin lama di canceld haduh parahh;2;NEGATIF;0
Kalau pake promo gofood egk tau kenapa akhir akhir ini seperti eror harus mengulangi pesanan berkali kali...;2;NEGATIF;0
Kalau pake promo gofood egk tau kenapa akhir akhir ini seperti eror harus mengulangi pesanan berkali kali...;2;NEGATIF;0
Tolonglah masa gak bisa ngechat driver;2;NEGATIF;0
Sudah G bs pakai promo toko lagi, ga bs pakai promo eksklusif hanya bs pakai 1 promo dulu bs pakai 2 promo. Dan aku yang awalnya pengguna app gojek jd udah males. Kalo ga di perbaiki gopud bakal kehilangan byk peminatnya;2;NEGATIF;0
Sudah G bs pakai promo toko lagi, ga bs pakai promo eksklusif hanya bs pakai 1 promo dulu bs pakai 2 promo. Dan aku yang awalnya pengguna app gojek jd udah males. Kalo ga di perbaiki gopud bakal kehilangan byk peminatnya;2;NEGATIF;0
kenapa gojek selalu nyari driver yg jauh padahal yg deket juga banyak;2;NEGATIF;0
Eror gak bisa login;2;NEGATIF;0
tolong lah diperbaiki lagi sistemnya, saya mau ganti nomor lama ke nomor yg baru udh nunggu 30 menit juga gabisa masuk lagi untuk verifikasi email sama minta kode otp nya;2;NEGATIF;0
tolong lah diperbaiki lagi sistemnya, saya mau ganti nomor lama ke nomor yg baru udh nunggu 30 menit juga gabisa masuk lagi untuk verifikasi email sama minta kode otp nya;2;NEGATIF;0
Saya oean goride susah dapat dari tadi;2;NEGATIF;0
Apasi mahal banget ongkir nya dah.. Jarak cuma 0,1 km ongkir 14rb :(;2;NEGATIF;0
Pertama kali transaksi beli pulsa di apk gojek, lama banget masuknya:);2;NEGATIF;0
Pertama kali transaksi beli pulsa di apk gojek, lama banget masuknya:);2;NEGATIF;0
Selalu tidak ada uang kembalian saat pesan gofood;2;NEGATIF;0
Ini kenapa yah min ,akun gojek saya gk bisa ? Padahal sudah ganti pin ,kok masih salah yah? Mohon penjelasan nya min;2;NEGATIF;0
tolong mitra gojek diperhatikan terkait order fiktif..kasihan mereka sering nombok..;2;NEGATIF;0
Biaya n ongkir semakin tinggi;2;NEGATIF;0
Kecewa berat gofood gak bisa lagi 2 voucher. Kalian menyedihkan. Capitalism at it's finest.;2;NEGATIF;0
Klw bisa order apa pun terutama gofood jgn ksih driver jauh jauh lama saya nunggu ya?;2;NEGATIF;0
Tdak seprti dulu promo vocher ny pilih kasih, ada yg dpat ad yg tidak,;2;NEGATIF;0
Tdak seprti dulu promo vocher ny pilih kasih, ada yg dpat ad yg tidak,;2;NEGATIF;0
Makin makin mahal sekarang;2;NEGATIF;0
Kirain daftar gopayplus udah masuk juga bisa gopaylater ternyata beda lagi wkwk. Asli ribet bgt gojek uda minta data yg jelas jelas pribadi dibikin sulit harus daftar dua kali gopayplus sama gopaylater??;2;NEGATIF;0
Kecewa si skrang, fitur promo di Gofood gabisa digabung cuma bisa satu, padahal saya pengguna gopay sudah lama;2;NEGATIF;0
Kecewa si skrang, fitur promo di Gofood gabisa digabung cuma bisa satu, padahal saya pengguna gopay sudah lama;2;NEGATIF;0
Klo setiap habis reda hujan ditempat ku gaada yg mau ngambil pesanan;2;NEGATIF;0
tidak jelas di bilang e KTP tidak terdaptar di dukcapil, saya buat di disdukcapil resmi kelurahan kecamatan terakhir disdukcapil, dan pindah tempat tinggal mudah tinggal print foto di eKTP sama tanpa harus di foto lagi, tapi kenapa daptar di gojek KTP saya di bilang tidak terdaptar ?;2;NEGATIF;0
Setiap gunain promo gofood drivernya gak ada yang mau ambil, sampai waktu itu ongkirnya dinaikin jadi 35 rb padahal biasanya ongkir normal hanya 14rb baru ada driver yang ambil beda sama app sebelah drivernya gk mandang promo.;2;NEGATIF;0
Min tutor saldo anlimitid;2;NEGATIF;0
kurang dalam menyelesaikan pelayanan;2;NEGATIF;0
Saya butuh bgt buat anter jemput anak sekolah, selalu saja alesannya zona merah. Padahal ga ada opang daerah sekolah anak, suka nyesek rasanya ini aplikasi jd ga berguna. Mana ga ada alesan cancel karna driver menolak, tolong perbaiki lagi lah.;2;NEGATIF;0
Saya butuh bgt buat anter jemput anak sekolah, selalu saja alesannya zona merah. Padahal ga ada opang daerah sekolah anak, suka nyesek rasanya ini aplikasi jd ga berguna. Mana ga ada alesan cancel karna driver menolak, tolong perbaiki lagi lah.;2;NEGATIF;0
Mohon diperbaiki lagi min untuk layanannya, saya udah pesan gofood yang sama dan membatalkan pesanan saya karena susah sekali mendapatkan drivernya. padahal kalo saya lihat lagi, banyak driver gojek yang lagi nganggur di pinggir jalan. kalo begini caranya saya berhenti pakai layanan yg ada di gojek lagi.;2;NEGATIF;0
DISINI ONGKIR NYA KEMAHALAN, TIDAK MANUSIAWI, TIDAK SEPERTI GRAB YANG SANGAT TERJANGKAU DAN HEMAT.;2;NEGATIF;0
Mau masuk aplikasinya susah banget, terus suka keluar tiba-tiba;2;NEGATIF;0
Mau masuk aplikasinya susah banget, terus suka keluar tiba-tiba;2;NEGATIF;0
Makin mahal ongkir nya anjir;2;NEGATIF;0
Ok;2;NEGATIF;0
Sekarang promo dari gofood sama promo tokonya gak bisa digabung;2;NEGATIF;0
Lokasi penjual ga sesuai kalau cari makanan di kaS;2;NEGATIF;0
Capek ya dikit² update hihi;2;NEGATIF;0
kasih promo gomart,.gofood dll.;2;NEGATIF;0
Tingkatkan lagi, karna driver yg baru saya pesan menurunkan istri dan bayi/ ank saaya tidak sesuai titik penurunan.;2;NEGATIF;0
Kenapa gak bisa ke update sih dari kemarin susah banget;2;NEGATIF;0
Sering eror, pesanan ke close sendiri, lemot juga;2;NEGATIF;0
Sekarang promonya harus beli banyak baru bisa di gunakan;2;NEGATIF;0
Versi baru jelek;2;NEGATIF;0
Beberapa hari ini gabisa log in, muter2 terosss;2;NEGATIF;0
Kak knpa tidak bisa meng update aplikasi gojek nya ke yg terbaru pdahal baru kmaren mash bisa buat pembayaran , skrang udh ga bisa;2;NEGATIF;0
Payah ga bisa gabung vc lagi;2;NEGATIF;0
kenapa voucher cuma jadi bisa di pakai satu setiap transaksi? kya dulu lagi dong bisa beberapa voucher dalam sekali transaksinya;2;NEGATIF;0
kenapa voucher cuma jadi bisa di pakai satu setiap transaksi? kya dulu lagi dong bisa beberapa voucher dalam sekali transaksinya;2;NEGATIF;0
Udh punya akun. Setiap abis install mau masuk pasti masukin nmr hp trs kode verifikasi trs masukin email. Tp ttp gabisa masuk Krn katanya email sudah terdaftar. Ya justru itu Krn email saya sdh terdaftar makanya saya klik masuk. Tapi tetep aja langkah awal suruh masukin no hp. Bener bener membingungkan jadi langsung uninstall lagi;2;NEGATIF;0
Biaya aplikasi yg membebankan+ vocher yg dlu bisa dipake 2 skrg cmn 1.;2;NEGATIF;0
Ko gabisa di instal yah aplikasi gojek nya;2;NEGATIF;0
Promonya gbsa digabung. .. Dimohon bisa kerja sama lagi;2;NEGATIF;0
Kenapa saldo saya berkurang sendiri tanpa adanya persetujuan transaksi seprti memasukan sandi;2;NEGATIF;0
Kenapa sekarang gofood tidak bisa dobel vocer, biasanya promo resto bisa terpasang otomatis, sekarang mah mesti dipilih. Terus tidak ada gunanya kalau di kasih vocer khusus beli ke resto yang ada promonya,jdi tidak bisa dobel, aplikasi sebelah ada dobel promo disini malah dihilangin, ini hanya masukan agar tidak ditinggal konsumen;2;NEGATIF;0
Kenapa sekarang gofood tidak bisa dobel vocer, biasanya promo resto bisa terpasang otomatis, sekarang mah mesti dipilih. Terus tidak ada gunanya kalau di kasih vocer khusus beli ke resto yang ada promonya,jdi tidak bisa dobel, aplikasi sebelah ada dobel promo disini malah dihilangin, ini hanya masukan agar tidak ditinggal konsumen;2;NEGATIF;0
Isi paket dr gopay , seharian GK masuk ,saldo dah kepotong.. payah nih gopay;2;NEGATIF;0
Pesan gofood sekarang malah makin mahal dari pada ke toko offline, semenjak voucher promosi tidak bisa digabung??;2;NEGATIF;0
elfx di PBB;2;NEGATIF;0
Buat fitur ato keterangan donk buat ibu hamil yg naik gobike, biar gak perlu setiap kali pesan gojek selalu ksh tau lg hamil terus driver yg udh diatas 50thn jangan dipake, bikin kesel, nulis data alamat udh jelas eh malah driver yg udh lansia yg salah baca alamat.;2;NEGATIF;0
Bagus;2;NEGATIF;0
sedih bgt gabisa double voucher sekarang.. :( padahal dulu langganan bgt gojek hmm.;2;NEGATIF;0
Lebih suka Voucher Gofood;2;NEGATIF;0
ongkir makin mahal ga sampe 100m masa 11k mana sudah ga bisa pake double promo lagi ??;2;NEGATIF;0
ongkir makin mahal ga sampe 100m masa 11k mana sudah ga bisa pake double promo lagi ??;2;NEGATIF;0
Kenapa app goresto menerapkan temer waktu penjemputan order dan notif pemberitahuan KL resto sedang menyiapkan pesanan, tapi dari pihak aplikasi goresto menyarankan jangan d buatkan pesanan KL drivernya blm datang KL gitu ubah aja sistem driver terima order duluan biar gak salah kaprah miskomonikasi driver SM resto karena driver taunya datang pesanan sudah siap karena resto yg trma order duluan ?;2;NEGATIF;0
Kenapa app goresto menerapkan temer waktu penjemputan order dan notif pemberitahuan KL resto sedang menyiapkan pesanan, tapi dari pihak aplikasi goresto menyarankan jangan d buatkan pesanan KL drivernya blm datang KL gitu ubah aja sistem driver terima order duluan biar gak salah kaprah miskomonikasi driver SM resto karena driver taunya datang pesanan sudah siap karena resto yg trma order duluan ?;2;NEGATIF;0
Saya turunin bintangnya, Tolong voucher nya bisa digabung lagi kayak dulu itu kelebihan dari gojek food dari dulu, kalo gak bisa digabung sama aja kyak shopee food & grab food;2;NEGATIF;0
Udah ga bisa pakai 2 voucher, jadi bingung fungsi voucher nya buat apa kalo ga bisa dipakai dua duanya;2;NEGATIF;0
Udah ga bisa pakai 2 voucher, jadi bingung fungsi voucher nya buat apa kalo ga bisa dipakai dua duanya;2;NEGATIF;0
Banyak yang komplain masalah voucher gofood,lha memang iya banget.voucher ongkir aja kadang ada kadang gak,kalaupun ada cuma seribu.biaya layanan lain2 tambah naik.sekarang jarang pake gofood lagi.;2;NEGATIF;0
Banyak yang komplain masalah voucher gofood,lha memang iya banget.voucher ongkir aja kadang ada kadang gak,kalaupun ada cuma seribu.biaya layanan lain2 tambah naik.sekarang jarang pake gofood lagi.;2;NEGATIF;0
Gojek sekarang gabisa doble vocer mending yang sebelah, dampak nya kena ke driver juga jadi menurun penghasilan karena ketentuan yang di rubah sama pihak gojek, jadi ga bisa gabung promo resto dan voucer yang kita beli langganan yang tersedia di apk.;2;NEGATIF;0
Gojek sekarang gabisa doble vocer mending yang sebelah, dampak nya kena ke driver juga jadi menurun penghasilan karena ketentuan yang di rubah sama pihak gojek, jadi ga bisa gabung promo resto dan voucer yang kita beli langganan yang tersedia di apk.;2;NEGATIF;0
Semakin membingungkan.. Wajarlah kastemer banyak komen gojek semakin ngawor..soalnya saya sebagai draiver juga...bingung pakai aplikasi ini..;2;NEGATIF;0
Sekarang gofood nya tidak bisa menggabungkan 2 voucher, voucher toko dan dari gojek, saya sangat kecewa, saya kasi bintang 2 dulu, setelah bisa 2 voucher digabungkan lagi saya kasi bintang 5, terimakasih;2;NEGATIF;0
Sekarang gofood nya tidak bisa menggabungkan 2 voucher, voucher toko dan dari gojek, saya sangat kecewa, saya kasi bintang 2 dulu, setelah bisa 2 voucher digabungkan lagi saya kasi bintang 5, terimakasih;2;NEGATIF;0
Maaf gw beri bintang dua. Karena kolom rokok gak ada habis di upgrade.;2;NEGATIF;0
Skg gofood tdk bisa combo voucher. Ga asyik ah jadi males belanja.;2;NEGATIF;0
Bintang 2 biar sama viralnya;2;NEGATIF;0
Saya tidak bisa mengosongkan keranjang gofood. Sudah berkali-kali dicoba, dan restart hp juga ttap tidakbisa dihapus pesanannya.;2;NEGATIF;0
Saya tidak bisa mengosongkan keranjang gofood. Sudah berkali-kali dicoba, dan restart hp juga ttap tidakbisa dihapus pesanannya.;2;NEGATIF;0
Sangat sangat lama, menjawab laporan masalh payah;2;NEGATIF;0
Ongkir nya mahal semua, mau deket mau jauh mahal;2;NEGATIF;0
"Saya mau kasih saran buat aplikasi ini,tolong dong dibuatkan notifikasi untuk para driver ojek gofood setiap hari dikasih notifikasi ""pastikan didompetmu disiapkan uang kembalian ya,Semangat"". Biar pas makan udh sampai gak ribet ngurusin uang kembalian & nukerin uang dulu. Terimakasih.";2;NEGATIF;0
"Saya mau kasih saran buat aplikasi ini,tolong dong dibuatkan notifikasi untuk para driver ojek gofood setiap hari dikasih notifikasi ""pastikan didompetmu disiapkan uang kembalian ya,Semangat"". Biar pas makan udh sampai gak ribet ngurusin uang kembalian & nukerin uang dulu. Terimakasih.";2;NEGATIF;0
Saya sudah lama pakai gojek untuk makan sehari-hari 2-3x pesanlah sehari,tp 2/3 bln terakhir ko saya perhatikan stiap saya pesan dpt driver'a sangat jauh ya dr resto?knp saya bkin ulasan ini?karna kmrn saya pesan food dpt driver'a jauh dr resto sampe resto kata driver resto'a tidak tau ada pesanan alhasil saya harus tunggu sampe 1 jam lebih smpe makanan tiba d rmh Lalu smlm saya pesan lewat grabfood d resto yg sama tidak sampe 30mnt sampe rmh;2;NEGATIF;0
Saya sudah lama pakai gojek untuk makan sehari-hari 2-3x pesanlah sehari,tp 2/3 bln terakhir ko saya perhatikan stiap saya pesan dpt driver'a sangat jauh ya dr resto?knp saya bkin ulasan ini?karna kmrn saya pesan food dpt driver'a jauh dr resto sampe resto kata driver resto'a tidak tau ada pesanan alhasil saya harus tunggu sampe 1 jam lebih smpe makanan tiba d rmh Lalu smlm saya pesan lewat grabfood d resto yg sama tidak sampe 30mnt sampe rmh;2;NEGATIF;0
Tidak bisa melakukan pembayaran dan pembelanjaan di minimarket dengan gopaylater;2;NEGATIF;0
makin kesal aku sama aplikasi ini. drivernya lambat bgtt;2;NEGATIF;0
Kasih fitur login dengan wajah dong akun gw ilang terus lupa nambahin email udh gtu itu akun ada saldonya tapi udh verifikasi pake ktp. Kessel gw gajadi buat jajan duitnya;2;NEGATIF;0
bisa ga sih buat voucher yang pembayaran tunai aja.. kebanyakan paylater suruh ngutang dulu astaga...males banget ...ga pake bang jago pula.. tapi voucher kebanyakan paylater sama bang jago endors sih endors tp pikirin yg ga pake jugalah;2;NEGATIF;0
Knph yah Gak bisa Instal Aplikasi gojek;2;NEGATIF;0
Tolong dengan sangat map nya diperbaikin dahhh biar g ribut mulu sama driver;2;NEGATIF;0
Kami coba dua bintang dulu jika bagus nanti saya fuull bintang;2;NEGATIF;0
Buset upgrade gopay plus aja lama,padahal udah sesuai instruksi ga blur.;2;NEGATIF;0
Buset upgrade gopay plus aja lama,padahal udah sesuai instruksi ga blur.;2;NEGATIF;0
Entah kenapa tiap nge gofood selalu dapat driver yg lumayan jauh dari resto;2;NEGATIF;0
Sangat mengecewakan orang kecil kayak saya ,pesan mie ayam harja (14000)+biaya jlan 3000+ ongkir 17000 total 34000 itu dengan rajaak cuma 500 km...apa gk gila ongkir nya;2;NEGATIF;0
Sangat mengecewakan orang kecil kayak saya ,pesan mie ayam harja (14000)+biaya jlan 3000+ ongkir 17000 total 34000 itu dengan rajaak cuma 500 km...apa gk gila ongkir nya;2;NEGATIF;0
mahal. Sering ga dapet driver;2;NEGATIF;0
Nssjsjeeje Wnenenrenenjeas. As Ns;2;NEGATIF;0
Update tapi GG berhasil berhasil;2;NEGATIF;0
Dua dulu kW sudah,....baru puul;2;NEGATIF;0
Promo gofood jadi berkurang biasanya bisa pake 2promo skrg jd mikir lg kalo mau beli makan meskipun 11.11;2;NEGATIF;0
Promo gofood jadi berkurang biasanya bisa pake 2promo skrg jd mikir lg kalo mau beli makan meskipun 11.11;2;NEGATIF;0
Susah banget mau masuk karena nomer g aktif lagi;2;NEGATIF;0
kenapa gojek saya 3 hari terakhir ini gbs dibuka yah setelah update jd gni;2;NEGATIF;0
Kenapa layanan gopay letter saya diblokir ..,. Padahan saya tidak pernah melanggar ketentuan. Tolong ditanggapi, Terimakasih ??;2;NEGATIF;0
Setelah di telp dr penipu, akun langsung minta login. Kacau 12 11 22 aku liat promo tapi pas saya klik kok ke potong saldo gopay saya. Agak binggung saya. Saya tidak punya kebutuhan apa apa cuman pengen ngecek saldo gopay dan promo dr gojek. Kok malah kepotong. Saya mau upload foto disini tidak bisa. Ya sudah hanya bercerita saja saya.;2;NEGATIF;0
Saya Kurang Suka Gopaylater Karena Biaya yg dibebankan perbulan 30k, padahal hanya transaksi 1 barang seharga 70k misalnya, mending biaya dibebankan per transaksi dg harga yg sesuai,;2;NEGATIF;0
Admin tolong dong ini saya mau update gojeknya kok gagal terus yah, kadang kondisi hujan mau pesen goride atau gocar ga bisa nyantol , di benerin lagi don min.;2;NEGATIF;0
Gojek sekarang tidak sebagus dulu;2;NEGATIF;0
Baik;2;NEGATIF;0
Kenapa gak bisa di update dan di download lagi ya ?;2;NEGATIF;0
Parah Kata nya ada potongan...ternyata gak ada;2;NEGATIF;0
Tolong dong tambah in metode pembayaran dana;2;NEGATIF;0
Tambakan fitur ambil tas kerumah dulu niat no plastic usage buat restoran besar tapi malah tas dari reatoran numbruk banyak dirumah udah ada biyaya tambahannya pulah kalau tidak begitu go food harus wajib punya tas sendiri buat jenis makanan kotakan.;2;NEGATIF;0
Tambakan fitur ambil tas kerumah dulu niat no plastic usage buat restoran besar tapi malah tas dari reatoran numbruk banyak dirumah udah ada biyaya tambahannya pulah kalau tidak begitu go food harus wajib punya tas sendiri buat jenis makanan kotakan.;2;NEGATIF;0
ada masalah di tempat penyimpanan bekas orderan yg di favorit (bagian alamat)... begitu di pake lagi.. mapnya jadi gejlok dan harga jadi 4x lebih mahal padahal jaraknya deket banget biasanya 12rb kenapa jadi 46rb ?;2;NEGATIF;0
Cuma dipake buat gopay doang, kalo buat gofood mahalnya gak jelas;2;NEGATIF;0
Kenapa kok layanan drefernya mengecewakan soalnnya ketika saya order gocar drefernya ambil orderan tapi ditengah jalan katanya khawatir bensinnya ndak cukup akhirnya saldo saya ludes and saya diturunkan ditengah jalan berjarak 2 kilometer sebelum nyampai tujuan. Apa ini namanya layanan memuaskan?;2;NEGATIF;0
Suka dapat driver ganda. Gaenak jadinya;2;NEGATIF;0
Aplikasinya terjadi bug disaat mau order;2;NEGATIF;0
Aplikasinya terjadi bug disaat mau order;2;NEGATIF;0
Sekarang mahal n ribet;2;NEGATIF;0
. X M..k..;2;NEGATIF;0
Voucernya promo sering gk kepakai karena s/k nya,biasanya tanpa syarat,versi lama lebih mudah;2;NEGATIF;0
Voucernya promo sering gk kepakai karena s/k nya,biasanya tanpa syarat,versi lama lebih mudah;2;NEGATIF;0
Mau upgrade aja dipersulit????;2;NEGATIF;0
dh download jd GAUSAH banyak iklan iklan muncul di app lain. Org lagi main ke ganggu;2;NEGATIF;0
dh download jd GAUSAH banyak iklan iklan muncul di app lain. Org lagi main ke ganggu;2;NEGATIF;0
Susah dapet driver;2;NEGATIF;0
Bagus;2;NEGATIF;0
Gojek gimana si, di saat app lain udh bisa kirim OTP,link login,dll. Ke WA Gojek belum bisa hedeh. Alternatif Kirim otp ke WA itu cukup membantu buat orang yang di ponselnya punya slot sim hybrid;2;NEGATIF;0
jangan terlalu banyak potongannya kasihan customer bayar mahal tapi driver terima sedikit;2;NEGATIF;0
jangan terlalu banyak potongannya kasihan customer bayar mahal tapi driver terima sedikit;2;NEGATIF;0
sy udah lama g pas ke gojeg banyak kecewa;2;NEGATIF;0
Vnn . HBgtdl Øm u r .!/;2;NEGATIF;0
Akun gojek saya knpa diganti emailnya. Nama dan foto juga diganti.. Kurang aman nih;2;NEGATIF;0
Fitur gobird nya tidak bisa chat;2;NEGATIF;0
Lama lelet;2;NEGATIF;0
……;2;NEGATIF;0
Kurang puas dengan layanan CS nya, kita ada masalah bukannya dibantuin sampe masalah kelar atau paling tidak ada solusi. Eh malah kena ghosting ama CS nya, dua kali malah. Di chat lagi tuh udah pasti gadibalas, padahal status laporan masih aktif.;2;NEGATIF;0
Kurang puas dengan layanan CS nya, kita ada masalah bukannya dibantuin sampe masalah kelar atau paling tidak ada solusi. Eh malah kena ghosting ama CS nya, dua kali malah. Di chat lagi tuh udah pasti gadibalas, padahal status laporan masih aktif.;2;NEGATIF;0
Pembaharuan Gomart bikin susah cari belanjaan yang kita inginkan, terutama rokok gk bisa order!;2;NEGATIF;0
Pembaharuan Gomart bikin susah cari belanjaan yang kita inginkan, terutama rokok gk bisa order!;2;NEGATIF;0
Sekarang harganya jadi mahal Mana harang banget vocer casbek pembayaran tunai;2;NEGATIF;0
Kecewa dengan Vochernya gak kayak dulu lagi bisa diskon gede2an sekarang dah gak lagi;2;NEGATIF;0
Kecewa dengan Vochernya gak kayak dulu lagi bisa diskon gede2an sekarang dah gak lagi;2;NEGATIF;0
Lelet hp atau prog;2;NEGATIF;0
(opsional);2;NEGATIF;0
Kenapa setiap sya belanja menghunakan gopay selalu keblok..padahal blum pernah transaksi sma skali sblumnya;2;NEGATIF;0
